respondent_id,xyz_vaccine,seasonal_vaccine
14572,0.04,0.25
14573,0.32,0.4
14574,0.11,0.38
14575,0.04,0.47
14576,0.16,0.51
14577,0.25,0.4
14578,0.03,0.19
14579,0.08,0.12
14580,0.28,0.53
14581,0.05,0.27
14582,0.19,0.69
14583,0.13,0.26
14584,0.43,0.88
14585,0.22,0.4
14586,0.07,0.07
14587,0.24,0.45
14588,0.09,0.41
14589,0.01,0.14
14590,0.15,0.44
14591,0.24,0.5
14592,0.24,0.29
14593,0.14,0.17
14594,0.25,0.15
14595,0.1,0.43
14596,0.07,0.19
14597,0.35,0.44
14598,0.41,0.49
14599,0.04,0.53
14600,0.19,0.46
14601,0.06,0.24
14602,0.02,0.06
14603,0.26,0.56
14604,0.3,0.45
14605,0.13,0.29
14606,0.14,0.66
14607,0.53,0.82
14608,0.01,0.06
14609,0.09,0.21
14610,0.2,0.49
14611,0.29,0.86
14612,0.1,0.1
14613,0.16,0.33
14614,0.4,0.68
14615,0.12,0.95
14616,0.11,0.37
14617,0.34,0.62
14618,0.0,0.16
14619,0.19,0.46
14620,0.03,0.04
14621,0.11,0.14
14622,0.81,0.95
14623,0.23,0.43
14624,0.13,0.38
14625,0.05,0.85
14626,0.55,0.61
14627,0.03,0.9
14628,0.01,0.31
14629,0.03,0.03
14630,0.27,0.57
14631,0.06,0.07
14632,0.06,0.8
14633,0.76,0.82
14634,0.09,0.62
14635,0.09,0.44
14636,0.65,0.7
14637,0.52,0.81
14638,0.12,0.15
14639,0.02,0.05
14640,0.04,0.24
14641,0.07,0.14
14642,0.07,0.41
14643,0.47,0.84
14644,0.17,0.19
14645,0.45,0.84
14646,0.07,0.11
14647,0.15,0.43
14648,0.04,0.28
14649,0.07,0.91
14650,0.16,0.25
14651,0.24,0.3
14652,0.36,0.41
14653,0.35,0.28
14654,0.24,0.28
14655,0.06,0.48
14656,0.11,0.47
14657,0.13,0.46
14658,0.1,0.33
14659,0.09,0.26
14660,0.04,0.13
14661,0.07,0.78
14662,0.05,0.08
14663,0.1,0.36
14664,0.04,0.11
14665,0.11,0.47
14666,0.05,0.07
14667,0.02,0.21
14668,0.14,0.35
14669,0.16,0.78
14670,0.16,0.34
14671,0.21,0.49
14672,0.03,0.24
14673,0.14,0.72
14674,0.09,0.14
14675,0.31,0.31
14676,0.09,0.25
14677,0.07,0.3
14678,0.06,0.29
14679,0.06,0.28
14680,0.32,0.57
14681,0.11,0.65
14682,0.04,0.14
14683,0.03,0.8
14684,0.83,0.76
14685,0.11,0.23
14686,0.1,0.55
14687,0.2,0.25
14688,0.15,0.28
14689,0.03,0.2
14690,0.15,0.73
14691,0.3,0.59
14692,0.1,0.84
14693,0.37,0.61
14694,0.18,0.67
14695,0.27,0.53
14696,0.11,0.24
14697,0.1,0.94
14698,0.23,0.22
14699,0.27,0.74
14700,0.09,0.61
14701,0.09,0.62
14702,0.32,0.33
14703,0.2,0.46
14704,0.15,0.42
14705,0.12,0.42
14706,0.75,0.9
14707,0.05,0.62
14708,0.05,0.53
14709,0.05,0.09
14710,0.26,0.9
14711,0.27,0.16
14712,0.42,0.71
14713,0.02,0.7
14714,0.87,0.96
14715,0.34,0.63
14716,0.28,0.9
14717,0.1,0.63
14718,0.49,0.72
14719,0.05,0.24
14720,0.12,0.3
14721,0.13,0.77
14722,0.15,0.19
14723,0.08,0.37
14724,0.8,0.8
14725,0.04,0.27
14726,0.72,0.9
14727,0.11,0.29
14728,0.04,0.06
14729,0.38,0.56
14730,0.14,0.57
14731,0.09,0.1
14732,0.02,0.08
14733,0.03,0.06
14734,0.03,0.51
14735,0.31,0.62
14736,0.01,0.12
14737,0.31,0.91
14738,0.23,0.33
14739,0.16,0.55
14740,0.44,0.72
14741,0.04,0.12
14742,0.13,0.78
14743,0.22,0.33
14744,0.14,0.15
14745,0.06,0.67
14746,0.38,0.6
14747,0.42,0.76
14748,0.14,0.6
14749,0.71,0.76
14750,0.01,0.34
14751,0.2,0.35
14752,0.03,0.11
14753,0.26,0.7
14754,0.2,0.92
14755,0.25,0.43
14756,0.39,0.77
14757,0.09,0.26
14758,0.09,0.53
14759,0.09,0.31
14760,0.2,0.41
14761,0.1,0.77
14762,0.39,0.58
14763,0.04,0.24
14764,0.62,0.76
14765,0.38,0.59
14766,0.57,0.84
14767,0.53,0.89
14768,0.07,0.63
14769,0.03,0.25
14770,0.2,0.48
14771,0.14,0.33
14772,0.4,0.5
14773,0.08,0.35
14774,0.04,0.32
14775,0.04,0.07
14776,0.07,0.69
14777,0.1,0.16
14778,0.09,0.23
14779,0.12,0.13
14780,0.48,0.7
14781,0.13,0.14
14782,0.08,0.4
14783,0.08,0.62
14784,0.26,0.69
14785,0.08,0.12
14786,0.3,0.74
14787,0.01,0.91
14788,0.16,0.43
14789,0.04,0.64
14790,0.12,0.34
14791,0.12,0.23
14792,0.32,0.51
14793,0.27,0.2
14794,0.25,0.77
14795,0.12,0.37
14796,0.31,0.3
14797,0.11,0.71
14798,0.16,0.67
14799,0.33,0.19
14800,0.0,0.09
14801,0.07,0.18
14802,0.13,0.23
14803,0.04,0.73
14804,0.04,0.59
14805,0.03,0.24
14806,0.49,0.5
14807,0.16,0.22
14808,0.08,0.41
14809,0.06,0.84
14810,0.09,0.16
14811,0.58,0.49
14812,0.13,0.71
14813,0.45,0.63
14814,0.05,0.67
14815,0.13,0.2
14816,0.04,0.07
14817,0.35,0.72
14818,0.15,0.71
14819,0.07,0.53
14820,0.1,0.17
14821,0.3,0.92
14822,0.31,0.44
14823,0.15,0.16
14824,0.61,0.67
14825,0.57,0.53
14826,0.46,0.6
14827,0.27,0.82
14828,0.09,0.13
14829,0.43,0.8
14830,0.33,0.66
14831,0.25,0.68
14832,0.14,0.7
14833,0.11,0.51
14834,0.74,0.94
14835,0.44,0.3
14836,0.23,0.45
14837,0.12,0.38
14838,0.14,0.55
14839,0.17,0.43
14840,0.13,0.43
14841,0.27,0.58
14842,0.01,0.4
14843,0.22,0.55
14844,0.06,0.88
14845,0.14,0.56
14846,0.05,0.37
14847,0.37,0.72
14848,0.08,0.28
14849,0.37,0.4
14850,0.2,0.95
14851,0.83,0.89
14852,0.07,0.44
14853,0.05,0.36
14854,0.54,0.51
14855,0.21,0.47
14856,0.12,0.64
14857,0.38,0.42
14858,0.06,0.36
14859,0.12,0.6
14860,0.33,0.47
14861,0.27,0.44
14862,0.03,0.2
14863,0.12,0.87
14864,0.07,0.08
14865,0.07,0.28
14866,0.35,0.77
14867,0.03,0.02
14868,0.56,0.91
14869,0.46,0.49
14870,0.03,0.84
14871,0.01,0.17
14872,0.03,0.12
14873,0.09,0.66
14874,0.03,0.08
14875,0.31,0.45
14876,0.07,0.6
14877,0.07,0.88
14878,0.5,0.46
14879,0.05,0.28
14880,0.41,0.64
14881,0.26,0.4
14882,0.76,0.82
14883,0.21,0.32
14884,0.14,0.55
14885,0.34,0.68
14886,0.05,0.55
14887,0.18,0.22
14888,0.28,0.42
14889,0.51,0.81
14890,0.04,0.17
14891,0.85,0.92
14892,0.09,0.82
14893,0.13,0.26
14894,0.42,0.48
14895,0.12,0.67
14896,0.09,0.22
14897,0.55,0.78
14898,0.08,0.36
14899,0.13,0.15
14900,0.24,0.52
14901,0.12,0.39
14902,0.05,0.45
14903,0.03,0.29
14904,0.2,0.5
14905,0.08,0.72
14906,0.75,0.76
14907,0.8,0.88
14908,0.85,0.88
14909,0.69,0.77
14910,0.09,0.74
14911,0.91,0.95
14912,0.14,0.31
14913,0.05,0.18
14914,0.19,0.5
14915,0.63,0.63
14916,0.3,0.55
14917,0.68,0.47
14918,0.69,0.64
14919,0.05,0.08
14920,0.12,0.34
14921,0.02,0.01
14922,0.12,0.17
14923,0.23,0.48
14924,0.44,0.71
14925,0.33,0.78
14926,0.04,0.18
14927,0.24,0.3
14928,0.64,0.77
14929,0.17,0.19
14930,0.11,0.09
14931,0.03,0.12
14932,0.16,0.57
14933,0.49,0.65
14934,0.46,0.66
14935,0.08,0.17
14936,0.06,0.25
14937,0.09,0.15
14938,0.04,0.87
14939,0.42,0.65
14940,0.03,0.72
14941,0.07,0.16
14942,0.19,0.28
14943,0.28,0.71
14944,0.1,0.96
14945,0.62,0.85
14946,0.06,0.13
14947,0.05,0.4
14948,0.03,0.14
14949,0.26,0.57
14950,0.05,0.2
14951,0.48,0.9
14952,0.14,0.41
14953,0.08,0.86
14954,0.37,0.78
14955,0.01,0.72
14956,0.06,0.1
14957,0.79,0.84
14958,0.04,0.34
14959,0.22,0.83
14960,0.02,0.12
14961,0.08,0.23
14962,0.02,0.04
14963,0.12,0.16
14964,0.03,0.16
14965,0.09,0.19
14966,0.1,0.17
14967,0.06,0.17
14968,0.21,0.34
14969,0.02,0.2
14970,0.32,0.48
14971,0.05,0.3
14972,0.22,0.35
14973,0.05,0.21
14974,0.93,0.92
14975,0.03,0.16
14976,0.0,0.24
14977,0.32,0.6
14978,0.06,0.34
14979,0.12,0.22
14980,0.02,0.05
14981,0.0,0.24
14982,0.16,0.24
14983,0.24,0.38
14984,0.56,0.8
14985,0.12,0.17
14986,0.35,0.3
14987,0.05,0.12
14988,0.25,0.71
14989,0.03,0.03
14990,0.03,0.13
14991,0.13,0.29
14992,0.11,0.18
14993,0.0,0.06
14994,0.58,0.65
14995,0.22,0.4
14996,0.17,0.14
14997,0.07,0.32
14998,0.04,0.27
14999,0.59,0.79
15000,0.02,0.13
15001,0.06,0.26
15002,0.71,0.62
15003,0.35,0.3
15004,0.7,0.87
15005,0.1,0.55
15006,0.2,0.99
15007,0.22,0.45
15008,0.13,0.26
15009,0.03,0.08
15010,0.13,0.21
15011,0.06,0.23
15012,0.09,0.22
15013,0.29,0.64
15014,0.03,0.23
15015,0.06,0.11
15016,0.13,0.92
15017,0.06,0.19
15018,0.36,0.84
15019,0.09,0.13
15020,0.68,0.63
15021,0.03,0.17
15022,0.07,0.26
15023,0.03,0.07
15024,0.11,0.38
15025,0.11,0.23
15026,0.07,0.77
15027,0.33,0.47
15028,0.1,0.23
15029,0.05,0.24
15030,0.13,0.18
15031,0.01,0.77
15032,0.24,0.58
15033,0.09,0.33
15034,0.1,0.66
15035,0.16,0.18
15036,0.03,0.52
15037,0.19,0.42
15038,0.03,0.03
15039,0.06,0.06
15040,0.78,0.66
15041,0.04,0.51
15042,0.14,0.32
15043,0.1,0.54
15044,0.49,0.7
15045,0.01,0.15
15046,0.06,0.49
15047,0.51,0.55
15048,0.14,0.26
15049,0.04,0.34
15050,0.39,0.71
15051,0.16,0.67
15052,0.0,0.14
15053,0.19,0.23
15054,0.5,0.82
15055,0.03,0.09
15056,0.19,0.11
15057,0.02,0.31
15058,0.01,0.12
15059,0.08,0.56
15060,0.2,0.89
15061,0.59,0.77
15062,0.09,0.68
15063,0.2,0.21
15064,0.14,0.12
15065,0.27,0.54
15066,0.06,0.23
15067,0.77,0.71
15068,0.02,0.23
15069,0.02,0.24
15070,0.55,0.79
15071,0.02,0.15
15072,0.04,0.25
15073,0.05,0.14
15074,0.11,0.16
15075,0.07,0.12
15076,0.02,0.14
15077,0.02,0.09
15078,0.14,0.21
15079,0.07,0.09
15080,0.16,0.79
15081,0.09,0.2
15082,0.12,0.19
15083,0.22,0.87
15084,0.2,0.64
15085,0.27,0.35
15086,0.25,0.34
15087,0.17,0.38
15088,0.01,0.03
15089,0.82,0.93
15090,0.07,0.17
15091,0.17,0.79
15092,0.73,0.89
15093,0.09,0.39
15094,0.2,0.41
15095,0.01,0.05
15096,0.24,0.22
15097,0.4,0.95
15098,0.0,0.05
15099,0.06,0.53
15100,0.01,0.07
15101,0.03,0.25
15102,0.22,0.44
15103,0.32,0.32
15104,0.05,0.44
15105,0.2,0.13
15106,0.15,0.46
15107,0.09,0.63
15108,0.25,0.51
15109,0.06,0.2
15110,0.18,0.18
15111,0.04,0.85
15112,0.25,0.67
15113,0.03,0.17
15114,0.06,0.3
15115,0.03,0.15
15116,0.04,0.11
15117,0.02,0.11
15118,0.14,0.37
15119,0.11,0.39
15120,0.06,0.35
15121,0.27,0.77
15122,0.0,0.14
15123,0.32,0.94
15124,0.09,0.33
15125,0.08,0.37
15126,0.09,0.12
15127,0.51,0.72
15128,0.42,0.66
15129,0.56,0.29
15130,0.04,0.14
15131,0.17,0.17
15132,0.22,0.66
15133,0.49,0.83
15134,0.06,0.8
15135,0.3,0.55
15136,0.03,0.94
15137,0.06,0.16
15138,0.25,0.28
15139,0.1,0.3
15140,0.07,0.24
15141,0.41,0.67
15142,0.01,0.31
15143,0.07,0.38
15144,0.08,0.43
15145,0.07,0.17
15146,0.1,0.22
15147,0.03,0.19
15148,0.34,0.75
15149,0.66,0.96
15150,0.21,0.19
15151,0.44,0.24
15152,0.42,0.21
15153,0.23,0.95
15154,0.14,0.24
15155,0.11,0.15
15156,0.03,0.4
15157,0.0,0.35
15158,0.58,0.8
15159,0.2,0.53
15160,0.63,0.66
15161,0.06,0.5
15162,0.14,0.18
15163,0.03,0.23
15164,0.17,0.79
15165,0.04,0.8
15166,0.3,0.58
15167,0.11,0.41
15168,0.14,0.73
15169,0.04,0.13
15170,0.08,0.19
15171,0.91,0.94
15172,0.06,0.87
15173,0.31,0.46
15174,0.05,0.1
15175,0.38,0.37
15176,0.2,0.6
15177,0.03,0.17
15178,0.53,0.89
15179,0.05,0.06
15180,0.46,0.58
15181,0.12,0.74
15182,0.15,0.15
15183,0.16,0.21
15184,0.01,0.05
15185,0.14,0.32
15186,0.22,0.88
15187,0.02,0.17
15188,0.35,0.5
15189,0.08,0.66
15190,0.11,0.32
15191,0.03,0.18
15192,0.07,0.12
15193,0.58,0.6
15194,0.12,0.38
15195,0.44,0.69
15196,0.12,0.79
15197,0.34,0.75
15198,0.06,0.11
15199,0.22,0.62
15200,0.61,0.88
15201,0.0,0.05
15202,0.69,0.64
15203,0.84,0.83
15204,0.09,0.22
15205,0.04,0.25
15206,0.04,0.09
15207,0.29,0.38
15208,0.06,0.1
15209,0.03,0.06
15210,0.06,0.14
15211,0.88,0.9
15212,0.13,0.41
15213,0.05,0.2
15214,0.22,0.72
15215,0.05,0.09
15216,0.15,0.81
15217,0.0,0.02
15218,0.17,0.34
15219,0.4,0.66
15220,0.48,0.47
15221,0.16,0.31
15222,0.59,0.27
15223,0.14,0.67
15224,0.03,0.17
15225,0.41,0.72
15226,0.62,0.54
15227,0.24,0.47
15228,0.03,0.27
15229,0.01,0.03
15230,0.47,0.85
15231,0.51,0.51
15232,0.02,0.06
15233,0.18,0.4
15234,0.65,0.87
15235,0.03,0.33
15236,0.11,0.25
15237,0.01,0.2
15238,0.62,0.79
15239,0.05,0.3
15240,0.04,0.37
15241,0.03,0.28
15242,0.09,0.11
15243,0.58,0.61
15244,0.22,0.66
15245,0.04,0.22
15246,0.11,0.83
15247,0.03,0.17
15248,0.06,0.18
15249,0.08,0.67
15250,0.1,0.2
15251,0.38,0.81
15252,0.16,0.78
15253,0.2,0.37
15254,0.8,0.72
15255,0.09,0.2
15256,0.07,0.32
15257,0.24,0.58
15258,0.07,0.69
15259,0.15,0.62
15260,0.09,0.3
15261,0.03,0.09
15262,0.06,0.12
15263,0.14,0.17
15264,0.93,0.93
15265,0.05,0.77
15266,0.38,0.79
15267,0.08,0.43
15268,0.18,0.4
15269,0.06,0.84
15270,0.09,0.09
15271,0.1,0.08
15272,0.63,0.86
15273,0.03,0.78
15274,0.01,0.03
15275,0.22,0.57
15276,0.09,0.39
15277,0.17,0.87
15278,0.84,0.96
15279,0.09,0.27
15280,0.67,0.79
15281,0.02,0.15
15282,0.45,0.43
15283,0.22,0.21
15284,0.39,0.52
15285,0.26,0.9
15286,0.16,0.33
15287,0.04,0.12
15288,0.61,0.54
15289,0.03,0.62
15290,0.1,0.18
15291,0.21,0.25
15292,0.5,0.63
15293,0.07,0.13
15294,0.28,0.82
15295,0.02,0.19
15296,0.08,0.05
15297,0.33,0.41
15298,0.33,0.46
15299,0.32,0.67
15300,0.21,0.72
15301,0.08,0.13
15302,0.33,0.72
15303,0.14,0.56
15304,0.09,0.13
15305,0.04,0.11
15306,0.07,0.78
15307,0.22,0.52
15308,0.07,0.5
15309,0.22,0.82
15310,0.54,0.87
15311,0.38,0.31
15312,0.69,0.72
15313,0.05,0.19
15314,0.07,0.6
15315,0.57,0.98
15316,0.23,0.85
15317,0.05,0.04
15318,0.17,0.53
15319,0.61,0.82
15320,0.15,0.75
15321,0.07,0.32
15322,0.06,0.21
15323,0.01,0.1
15324,0.12,0.36
15325,0.57,0.73
15326,0.22,0.31
15327,0.16,0.24
15328,0.04,0.09
15329,0.07,0.37
15330,0.11,0.4
15331,0.1,0.96
15332,0.1,0.14
15333,0.25,0.81
15334,0.79,0.83
15335,0.02,0.23
15336,0.13,0.26
15337,0.34,0.57
15338,0.35,0.43
15339,0.08,0.31
15340,0.23,0.49
15341,0.23,0.24
15342,0.23,0.38
15343,0.12,0.46
15344,0.46,0.66
15345,0.15,0.31
15346,0.09,0.4
15347,0.33,0.82
15348,0.59,0.82
15349,0.05,0.34
15350,0.11,0.78
15351,0.64,0.73
15352,0.06,0.12
15353,0.05,0.34
15354,0.14,0.21
15355,0.03,0.03
15356,0.23,0.29
15357,0.12,0.49
15358,0.59,0.73
15359,0.0,0.03
15360,0.13,0.24
15361,0.2,0.53
15362,0.13,0.13
15363,0.06,0.1
15364,0.02,0.23
15365,0.12,0.84
15366,0.18,0.15
15367,0.17,0.27
15368,0.23,0.39
15369,0.03,0.93
15370,0.15,0.1
15371,0.76,0.84
15372,0.05,0.17
15373,0.11,0.17
15374,0.11,0.15
15375,0.1,0.51
15376,0.09,0.74
15377,0.55,0.83
15378,0.21,0.34
15379,0.41,0.48
15380,0.02,0.79
15381,0.09,0.22
15382,0.04,0.79
15383,0.06,0.22
15384,0.09,0.06
15385,0.06,0.14
15386,0.4,0.64
15387,0.31,0.4
15388,0.27,0.4
15389,0.02,0.13
15390,0.03,0.1
15391,0.55,0.8
15392,0.05,0.22
15393,0.74,0.93
15394,0.39,0.35
15395,0.06,0.52
15396,0.04,0.23
15397,0.19,0.28
15398,0.11,0.26
15399,0.1,0.12
15400,0.05,0.37
15401,0.41,0.86
15402,0.8,0.83
15403,0.19,0.22
15404,0.04,0.61
15405,0.06,0.04
15406,0.4,0.56
15407,0.03,0.14
15408,0.05,0.09
15409,0.16,0.91
15410,0.1,0.1
15411,0.83,0.91
15412,0.6,0.82
15413,0.08,0.69
15414,0.31,0.46
15415,0.02,0.41
15416,0.12,0.54
15417,0.31,0.55
15418,0.56,0.89
15419,0.1,0.89
15420,0.41,0.7
15421,0.07,0.56
15422,0.11,0.2
15423,0.44,0.6
15424,0.04,0.31
15425,0.03,0.05
15426,0.11,0.36
15427,0.03,0.41
15428,0.05,0.12
15429,0.28,0.65
15430,0.24,0.48
15431,0.34,0.68
15432,0.11,0.19
15433,0.03,0.25
15434,0.11,0.25
15435,0.2,0.47
15436,0.06,0.18
15437,0.09,0.17
15438,0.17,0.38
15439,0.09,0.65
15440,0.21,0.68
15441,0.49,0.73
15442,0.09,0.41
15443,0.37,0.76
15444,0.24,0.86
15445,0.09,0.44
15446,0.29,0.48
15447,0.88,0.95
15448,0.05,0.5
15449,0.14,0.54
15450,0.23,0.41
15451,0.13,0.57
15452,0.03,0.12
15453,0.16,0.51
15454,0.18,0.3
15455,0.12,0.3
15456,0.06,0.87
15457,0.11,0.16
15458,0.02,0.09
15459,0.03,0.14
15460,0.09,0.65
15461,0.21,0.42
15462,0.22,0.24
15463,0.07,0.15
15464,0.39,0.4
15465,0.01,0.1
15466,0.02,0.05
15467,0.48,0.8
15468,0.16,0.18
15469,0.4,0.41
15470,0.07,0.66
15471,0.57,0.63
15472,0.06,0.04
15473,0.21,0.74
15474,0.17,0.36
15475,0.0,0.12
15476,0.14,0.13
15477,0.03,0.76
15478,0.38,0.66
15479,0.08,0.51
15480,0.06,0.09
15481,0.06,0.08
15482,0.07,0.31
15483,0.37,0.4
15484,0.07,0.98
15485,0.02,0.06
15486,0.87,0.94
15487,0.12,0.25
15488,0.29,0.6
15489,0.2,0.28
15490,0.21,0.35
15491,0.28,0.5
15492,0.58,0.64
15493,0.01,0.27
15494,0.32,0.82
15495,0.46,0.74
15496,0.11,0.29
15497,0.45,0.68
15498,0.27,0.32
15499,0.07,0.13
15500,0.19,0.73
15501,0.02,0.05
15502,0.05,0.64
15503,0.1,0.13
15504,0.13,0.47
15505,0.4,0.88
15506,0.24,0.13
15507,0.01,0.94
15508,0.23,0.35
15509,0.09,0.6
15510,0.09,0.39
15511,0.0,0.06
15512,0.0,0.18
15513,0.05,0.25
15514,0.02,0.18
15515,0.38,0.6
15516,0.04,0.31
15517,0.13,0.13
15518,0.16,0.72
15519,0.09,0.82
15520,0.07,0.08
15521,0.27,0.21
15522,0.13,0.14
15523,0.4,0.7
15524,0.1,0.52
15525,0.51,0.72
15526,0.16,0.63
15527,0.91,0.93
15528,0.17,0.44
15529,0.04,0.86
15530,0.05,0.25
15531,0.09,0.49
15532,0.13,0.18
15533,0.17,0.68
15534,0.37,0.81
15535,0.03,0.48
15536,0.12,0.66
15537,0.19,0.27
15538,0.03,0.06
15539,0.46,0.55
15540,0.29,0.15
15541,0.37,0.78
15542,0.13,0.78
15543,0.29,0.46
15544,0.09,0.57
15545,0.04,0.47
15546,0.83,0.9
15547,0.36,0.63
15548,0.07,0.25
15549,0.08,0.74
15550,0.17,0.45
15551,0.01,0.15
15552,0.06,0.13
15553,0.28,0.47
15554,0.12,0.58
15555,0.02,0.11
15556,0.38,0.64
15557,0.09,0.17
15558,0.16,0.63
15559,0.04,0.48
15560,0.4,0.74
15561,0.05,0.44
15562,0.02,0.35
15563,0.05,0.29
15564,0.67,0.74
15565,0.02,0.14
15566,0.06,0.41
15567,0.19,0.28
15568,0.71,0.73
15569,0.14,0.76
15570,0.02,0.05
15571,0.01,0.16
15572,0.1,0.25
15573,0.34,0.3
15574,0.01,0.06
15575,0.13,0.47
15576,0.12,0.12
15577,0.09,0.16
15578,0.29,0.42
15579,0.13,0.23
15580,0.04,0.39
15581,0.11,0.35
15582,0.11,0.26
15583,0.01,0.17
15584,0.22,0.16
15585,0.31,0.72
15586,0.18,0.38
15587,0.43,0.75
15588,0.1,0.46
15589,0.25,0.65
15590,0.01,0.08
15591,0.11,0.44
15592,0.25,0.45
15593,0.03,0.09
15594,0.21,0.25
15595,0.07,0.55
15596,0.21,0.24
15597,0.11,0.17
15598,0.18,0.81
15599,0.02,0.18
15600,0.85,0.9
15601,0.09,0.13
15602,0.23,0.91
15603,0.02,0.14
15604,0.1,0.82
15605,0.55,0.63
15606,0.32,0.75
15607,0.03,0.2
15608,0.12,0.2
15609,0.03,0.38
15610,0.22,0.73
15611,0.09,0.24
15612,0.1,0.19
15613,0.16,0.65
15614,0.63,0.79
15615,0.17,0.74
15616,0.05,0.13
15617,0.06,0.1
15618,0.3,0.4
15619,0.07,0.2
15620,0.04,0.13
15621,0.05,0.72
15622,0.39,0.92
15623,0.03,0.1
15624,0.09,0.38
15625,0.17,0.14
15626,0.18,0.78
15627,0.9,0.9
15628,0.15,0.61
15629,0.04,0.75
15630,0.25,0.65
15631,0.22,0.71
15632,0.16,0.53
15633,0.3,0.38
15634,0.32,0.62
15635,0.03,0.11
15636,0.1,0.74
15637,0.07,0.96
15638,0.03,0.29
15639,0.09,0.52
15640,0.04,0.72
15641,0.21,0.66
15642,0.07,0.85
15643,0.37,0.8
15644,0.91,0.97
15645,0.18,0.28
15646,0.65,0.74
15647,0.81,0.92
15648,0.13,0.54
15649,0.2,0.6
15650,0.04,0.39
15651,0.06,0.05
15652,0.53,0.75
15653,0.56,0.64
15654,0.14,0.52
15655,0.16,0.28
15656,0.12,0.46
15657,0.07,0.18
15658,0.36,0.89
15659,0.03,0.06
15660,0.25,0.19
15661,0.52,0.57
15662,0.6,0.84
15663,0.17,0.29
15664,0.19,0.81
15665,0.23,0.42
15666,0.04,0.41
15667,0.09,0.77
15668,0.04,0.23
15669,0.11,0.09
15670,0.0,0.16
15671,0.05,0.6
15672,0.21,0.69
15673,0.05,0.1
15674,0.15,0.51
15675,0.27,0.38
15676,0.45,0.68
15677,0.54,0.73
15678,0.53,0.73
15679,0.14,0.67
15680,0.04,0.24
15681,0.47,0.62
15682,0.13,0.29
15683,0.01,0.09
15684,0.24,0.33
15685,0.24,0.16
15686,0.42,0.72
15687,0.12,0.41
15688,0.43,0.53
15689,0.17,0.17
15690,0.11,0.1
15691,0.27,0.59
15692,0.09,0.33
15693,0.03,0.72
15694,0.08,0.26
15695,0.07,0.72
15696,0.29,0.68
15697,0.2,0.79
15698,0.35,0.77
15699,0.04,0.89
15700,0.34,0.58
15701,0.14,0.2
15702,0.33,0.66
15703,0.22,0.67
15704,0.09,0.28
15705,0.69,0.9
15706,0.02,0.26
15707,0.05,0.14
15708,0.06,0.12
15709,0.38,0.31
15710,0.03,0.06
15711,0.06,0.38
15712,0.33,0.64
15713,0.11,0.25
15714,0.02,0.34
15715,0.07,0.13
15716,0.1,0.09
15717,0.04,0.36
15718,0.04,0.08
15719,0.23,0.25
15720,0.02,0.47
15721,0.01,0.36
15722,0.02,0.18
15723,0.24,0.37
15724,0.45,0.56
15725,0.01,0.15
15726,0.1,0.39
15727,0.11,0.4
15728,0.01,0.31
15729,0.02,0.05
15730,0.0,0.1
15731,0.32,0.38
15732,0.58,0.95
15733,0.12,0.48
15734,0.06,0.65
15735,0.04,0.62
15736,0.11,0.14
15737,0.18,0.93
15738,0.05,0.08
15739,0.06,0.7
15740,0.2,0.62
15741,0.04,0.33
15742,0.14,0.19
15743,0.2,0.38
15744,0.23,0.22
15745,0.07,0.88
15746,0.15,0.33
15747,0.02,0.46
15748,0.04,0.15
15749,0.31,0.67
15750,0.08,0.39
15751,0.1,0.44
15752,0.23,0.43
15753,0.42,0.7
15754,0.11,0.24
15755,0.85,0.98
15756,0.32,0.41
15757,0.43,0.53
15758,0.11,0.17
15759,0.21,0.61
15760,0.09,0.93
15761,0.08,0.19
15762,0.07,0.15
15763,0.73,0.86
15764,0.06,0.48
15765,0.04,0.29
15766,0.37,0.81
15767,0.07,0.79
15768,0.46,0.91
15769,0.08,0.84
15770,0.31,0.76
15771,0.03,0.06
15772,0.22,0.47
15773,0.28,0.9
15774,0.04,0.79
15775,0.09,0.22
15776,0.81,0.62
15777,0.02,0.04
15778,0.05,0.12
15779,0.73,0.83
15780,0.45,0.67
15781,0.13,0.19
15782,0.55,0.87
15783,0.03,0.18
15784,0.13,0.6
15785,0.45,0.57
15786,0.17,0.76
15787,0.16,0.75
15788,0.26,0.36
15789,0.48,0.87
15790,0.23,0.13
15791,0.2,0.76
15792,0.02,0.61
15793,0.11,0.24
15794,0.41,0.82
15795,0.02,0.11
15796,0.03,0.04
15797,0.06,0.03
15798,0.09,0.33
15799,0.07,0.19
15800,0.16,0.51
15801,0.08,0.19
15802,0.21,0.4
15803,0.22,0.82
15804,0.55,0.63
15805,0.43,0.82
15806,0.11,0.44
15807,0.19,0.54
15808,0.67,0.62
15809,0.18,0.43
15810,0.06,0.64
15811,0.05,0.21
15812,0.05,0.09
15813,0.44,0.51
15814,0.26,0.39
15815,0.07,0.75
15816,0.81,0.9
15817,0.24,0.73
15818,0.7,0.85
15819,0.13,0.39
15820,0.16,0.55
15821,0.06,0.17
15822,0.62,0.67
15823,0.12,0.58
15824,0.09,0.19
15825,0.05,0.2
15826,0.01,0.1
15827,0.0,0.36
15828,0.54,0.88
15829,0.04,0.11
15830,0.12,0.12
15831,0.03,0.15
15832,0.51,0.72
15833,0.08,0.3
15834,0.18,0.85
15835,0.06,0.13
15836,0.02,0.1
15837,0.02,0.07
15838,0.23,0.14
15839,0.05,0.05
15840,0.15,0.57
15841,0.16,0.43
